關鍵字,說明
活動_202601限時特價,有效期間2026/01/05-2026/02/01,以下型號享限時特價(建議售價→促銷價)：S27D300GAC($3,490→$3,290)、S27F612EAC($5,190→$4,990)、S27CG552EC($5,490→$4,990)、S32CG552EC($7,490→$6,990)、C34G55TWWC($10,490→$9,900)、S57CG952NC($79,900→$69,900)、S27FG900XC($59,900→$49,900)、S49FG916EC($24,900→$22,900)、S49DG952SC($42,900→$39,900)、S27FG812SC($32,900→$28,900)、S27DG602SC($26,900→$24,900)、S32DG802SC($36,900→$29,900)、S32FG812SC($34,900→$26,900)、S32FM702UC($10,990→$9,990)、S32FM702UC Followme($13,990→$12,990)、S32FM703UC($10,990→$9,990)、S32FM703UC Followme($13,990→$12,990)、S32FM703UC Followme Pro($15,990→$14,990)、S27C900PAC($45,900→$24,900)、S32DG502EC($8,990→$7,490)、S32DG702EC($19,900→$14,900)、S27FG532EC($5,490→$4,990)
活動_202605_202609螢幕登錄送,電腦螢幕活動RULE,活動名稱：ViewFinity | Odyssey 高解析度6K螢幕強勢登場 三星螢幕登錄送,活動期間：即日起至2026/9/30 23:59,登錄期間：2026/5/1 00:00至2026/10/2 23:59,活動內容：購買指定三星螢幕機種並於登錄網站完成登錄且審核通過後取得活動資格；S27HG806EF、S32HG806ES 登錄送 Steam 1,000元點卡；指定高階螢幕如 S57CG952NC、S49DG952SC、S34BG850SC、S32DG802SC、S27DG602SC、S27FG900XC、S32FG812SC、S27FG812SC、S27FG602SC、S27FG502SC 等登錄送全機延長保固兩年；指定螢幕機種可參加月月抽 Galaxy S26 系列手機,來源網址：https://promotion.twsamsungcampaign.com/2026-mnt-q2-sp/rule.aspx
系列_洗衣機,洗衣機系列,WA,WD,VR,滾筒,直立,WA21A8377GV,WA20A8377GW,型號模式為：WA*,WD*
系列_Odyssey,電競系列，三星專為玩家打造的電競螢幕系列，特色是高刷新率、快速反應時間與沉浸式曲面。
系列_ViewFinity,高解析度/創作者系列，針對設計師、創作者與商務人士的高解析度螢幕系列，強調色彩準確度與多工處理。
系列_SmartMonitor,智慧聯網螢幕，內建TizenOS智慧系統，有三星專屬的APP(與Android TV的APP不同)，不需接電腦即可看Netflix/YouTube，可當電視用的螢幕。包含M5、M7、M8、M9等型號。
術語_Smart系列,指內建三星Tizen智慧系統的螢幕。主要是Smart Monitor系列(M5、M7、M8、M9)，但部分高階電競機種也有內建Smart功能，例如：ARK、Odyssey 3D(G90XF / S27FG900XC)、G70NC、G80SD、G95SC、G65B等。這類會稱為「電競螢幕內建Smart」或「3D螢幕內建Smart」，而非Smart Monitor。簡言之，Smart Monitor一定有Smart，但有Smart不一定是Smart Monitor。
術語_Odyssey3DHub,canonical=game.odyssey_3d_hub；aliases=Odyssey 3D Hub、Odyssey Hub；類別=3D 內容管理軟體；管理相容的 3D 遊戲與內容；definition_only=true；不得由此列證明任何型號支援或推定所有 2D 內容皆可轉換；官方來源=https://www.samsung.com/tw/monitors/gaming/odyssey-3d-g90xf-27-inch-165hz-uhd-ls27fg900xcxzw/
術語_OdysseyHub,canonical=game.odyssey_3d_hub；aliases=Odyssey Hub、Odyssey 3D Hub；類別=legacy 相容別名；舊雲端 key 僅導向 Odyssey 3D Hub 的術語定義；definition_only=true；不得由此列證明任何型號支援、推定內容相容性或更名正式 key；官方來源=https://www.samsung.com/tw/monitors/gaming/odyssey-3d-g90xf-27-inch-165hz-uhd-ls27fg900xcxzw/
別稱_Odyssey3D,裸視3D電競螢幕(G90XF / S27FG900XC)，全球首款不需3D眼鏡的4K電競螢幕，利用眼球追蹤與雙凸透鏡技術呈現立體影像，支援Odyssey Hub能將2D影片轉3D，或觀看原生3D影片，遊玩支援三星3D的3A遊戲大作。型號模式為：Odyssey3D,3D,G90XF,S27FG900*
別稱_G9,Odyssey G9旗艦電競，有包含49吋32:9超寬曲面電競螢幕、NeoG9(MiniLED)與OLEDG9。型號模式為：G9,S49?G9*,S57?G9*
別稱_G8,Odyssey G8高階電競，有包含34吋OLED及32吋4K高階電競螢幕。型號模式為：G8,S27?G8*,S32?G8*,S34?G8*
別稱_G7,Odyssey G7中高階電競，高階電競款，4K規格。型號模式為：G7,S27?G7*,S32?G7*
別稱_G6,Odyssey G6入門OLED，27吋OLED平面電競螢幕。型號模式為：G6,S27?G6*
別稱_G5,Odyssey G5入門電競，高CP值電競款，依型號不同有144Hz/165Hz多種，2K解析度。型號模式為：G5,S27?G5*,S32?G5*
別稱_M9,Smart Monitor M9旗艦OLED，智慧聯網螢幕旗艦款，搭載OLED面板與AI處理器。型號模式為：M9,M90,S32?M9*
別稱_M8,Smart Monitor M8，高階智慧螢幕，32吋4K，附磁吸視訊鏡頭(SlimFitCamera)，支援IoT控制。型號模式為：M8,M80D,S32?M80*
別稱_M7,Smart Monitor M7，進階智慧螢幕，VA平面面板，4K解析度，支援USB-C 65W充電與資料傳輸。型號模式為：M7,M70D,S27?M7*,S32?M7*,S43?M7*
別稱_M5,Smart Monitor M5，入門智慧螢幕，FHD解析度。型號模式為：M5,M50D,S27?M50*,S32?M50*
別稱_S9,ViewFinity S9(5K)，針對Mac用戶設計的27吋5K(5120x2880)螢幕，全金屬機身，霧面面板。型號模式為：S9,S90,S27?S9*
別稱_S8,ViewFinity S8(4K)，專業4K螢幕，適合繪圖設計，支援98%DCI-P3色域。型號模式為：S8,S80,S##?8*
別稱_S6,ViewFinity S6(2K)，商務與多工用途的2K螢幕，常具備100Hz更新率與LAN網路孔。型號模式為：S6,S60,S##?6*
術語_QD-OLED,canonical=panel.qd_oled；aliases=QD-OLED、量子點 OLED、金屬量子點顯色；類別=面板技術；結合量子點色彩轉換與 OLED 自發光特性；definition_only=true；不得單憑此列推定亮度、反應時間或任一型號採用；官方來源=https://www.samsung.com/tw/monitors/oled/
術語_OLED,canonical=panel.oled；aliases=OLED、自發光面板；類別=面板技術；像素可自行發光並呈現深黑與高對比；definition_only=true；反應時間、亮度與防烙印措施須看完整型號；官方來源=https://www.samsung.com/tw/monitors/oled/
術語_FastIPS,canonical=panel.fast_ips；aliases=Fast IPS、快速 IPS；類別=面板技術；著重較快像素反應的 IPS 類型；definition_only=true；不得推定任一型號的反應時間或更新率；官方來源=https://www.samsung.com/tw/monitors/gaming/odyssey-g8-g80hf-27-inch-dual-mode-5k-180hz-qhd-360hz-ls27hg806efxzw/
術語_QuantumMiniLED,canonical=backlight.quantum_mini_led；aliases=Quantum Mini LED、量子 Mini LED、Mini LED；類別=背光技術；以較小型 LED 與分區控光改善亮暗控制；definition_only=true；分區數與峰值亮度須看完整型號；官方來源=https://www.samsung.com/tw/monitors/gaming/odyssey-neo-g9-g95nc-57-inch-240hz-curved-dual-uhd-ls57cg952ncxzw/
術語_MiniLED,canonical=backlight.quantum_mini_led；aliases=Mini LED、Quantum Mini LED、量子 Mini LED；類別=legacy 相容別名；舊雲端 key 僅導向 Quantum Mini LED 的術語定義；definition_only=true；不得將泛指 Mini LED 當作任何三星型號支援 Quantum Mini LED 的證據，分區數與亮度仍須看完整型號；官方來源=https://www.samsung.com/tw/monitors/gaming/odyssey-neo-g9-g95nc-57-inch-240hz-curved-dual-uhd-ls57cg952ncxzw/
術語_QuantumMatrix,canonical=image.quantum_matrix；aliases=Quantum Matrix Technology、量子矩陣技術；類別=影像與背光控制；用於控制相容 Quantum Mini LED 顯示器的亮暗層次；definition_only=true；不得推定所有 Mini LED 型號都支援同一版本；官方來源=https://www.samsung.com/tw/monitors/gaming/odyssey-neo-g9-g95nc-57-inch-240hz-curved-dual-uhd-ls57cg952ncxzw/
術語_GlareFree,canonical=image.glare_free；aliases=Glare Free、無反光技術、抗眩光；類別=表面抗反射技術；用於降低環境光反射；definition_only=true；不得宣稱為所有 OLED 標配或他牌皆無；官方來源=https://www.samsung.com/tw/monitors/oled/
術語_MatteDisplay,canonical=image.matte_display；aliases=Matte Display、霧面螢幕；類別=表面抗反射設計；用於降低光線反射與眩光干擾；definition_only=true；不得與 Glare Free 自動視為同一技術或推定型號支援；官方來源=https://www.samsung.com/tw/support/displays/2022-how-to-use-your-samsung-odyssey-ark-gaming-monitor/
術語_PantoneValidated,canonical=color.pantone_validated；aliases=Pantone Validated、Pantone 彩通認證、膚色色票認證；類別=色彩認證；代表產品通過對應 Pantone 色彩測試；definition_only=true；實際認證範圍須看完整型號；官方來源=https://www.samsung.com/tw/monitors/oled/
術語_DisplayHDR,canonical=hdr.displayhdr；aliases=VESA DisplayHDR、DisplayHDR；類別=HDR 認證家族；不同數字或 True Black 後綴代表不同等級；definition_only=true；各等級不可互換且須看完整型號。
術語_DisplayHDRTrueBlack400,canonical=hdr.displayhdr_true_black_400；aliases=VESA DisplayHDR True Black 400、DisplayHDR True Black 400；類別=HDR 認證等級；definition_only=true；不得推定其他 DisplayHDR 或 OLED 型號具備；官方來源=https://www.samsung.com/tw/monitors/oled/
術語_HDR10,canonical=hdr.hdr10；aliases=HDR10；類別=HDR 格式；definition_only=true；支援與輸入條件須看完整型號規格。
術語_HDR10Plus,canonical=hdr.hdr10_plus；aliases=HDR10+；類別=HDR 格式；definition_only=true；不得與 HDR10+ Gaming 自動互換。
術語_HDR10PlusGaming,canonical=hdr.hdr10_plus_gaming；aliases=HDR10+ Gaming、HDR10 Plus Gaming；類別=遊戲 HDR 格式；definition_only=true；不得由 HDR10 或 HDR10+ 推定支援；官方來源=https://www.samsung.com/tw/monitors/gaming/odyssey-neo-g9-g95nc-57-inch-240hz-curved-dual-uhd-ls57cg952ncxzw/
術語_240Hz,canonical=timing.refresh_240hz；aliases=240Hz、240 赫茲；類別=更新率；每秒最多更新 240 次畫面；definition_only=true；能否在特定解析度或介面達成須查該型號訊號時序。
術語_360Hz,canonical=timing.refresh_360hz；aliases=360Hz、360 赫茲；類別=更新率；每秒最多更新 360 次畫面；definition_only=true；能否在特定解析度或介面達成須查該型號訊號時序。
術語_1000R,canonical=shape.curvature_1000r；aliases=1000R、1000R 曲率；類別=曲率；代表半徑約 1000 mm 的曲面幾何；definition_only=true；舒適度與沉浸感屬使用情境，不能當絕對事實。
術語_4K,canonical=resolution.uhd_4k；aliases=4K、UHD、3840x2160；類別=解析度；常見電腦螢幕 4K UHD 為 3840×2160；definition_only=true。
術語_2K,canonical=resolution.qhd；aliases=2K、QHD、WQHD、2560x1440；類別=解析度；本專案口語 2K 通常指 2560×1440 QHD；definition_only=true；遇到標準定義爭議須以實際像素數回答。
術語_5K,canonical=resolution.5k；aliases=5K、5120x2880；類別=解析度；常見 5K 為 5120×2880；definition_only=true。
術語_DQHD,canonical=resolution.dual_qhd；aliases=DQHD、Dual QHD、5120x1440；類別=解析度；常見為 32:9 的 5120×1440；definition_only=true。
術語_DUHD,canonical=resolution.dual_uhd；aliases=DUHD、Dual UHD、7680x2160；類別=解析度；常見為 32:9 的 7680×2160；definition_only=true。
術語_VRR,canonical=sync.vrr；aliases=VRR、Variable Refresh Rate、可變更新率；類別=畫面同步；讓顯示更新率配合來源幀率以降低撕裂；definition_only=true；不得單憑此列推定 FreeSync 或 G-SYNC 支援。
術語_FreeSync,canonical=sync.freesync；aliases=AMD FreeSync、FreeSync；類別=畫面同步家族；definition_only=true；Premium 與 Premium Pro 是不同等級，不可互換。
術語_FreeSyncPremium,canonical=sync.freesync_premium；aliases=AMD FreeSync Premium、FreeSync Premium；類別=畫面同步等級；definition_only=true；不得推定 Premium Pro。
術語_FreeSyncPremiumPro,canonical=sync.freesync_premium_pro；aliases=AMD FreeSync Premium Pro、FreeSync Premium Pro；類別=畫面同步等級；definition_only=true；支援須看完整型號；官方來源=https://www.samsung.com/tw/monitors/gaming/odyssey-oled-g8-g81sf-27-inch-240hz-oled-uhd-ls27fg812scxzw/
術語_GSyncCompatible,canonical=sync.gsync_compatible；aliases=G-SYNC Compatible、G-Sync 相容、G-Sync Compatible；類別=畫面同步相容性；definition_only=true；不得改稱內建 G-SYNC 模組；官方來源=https://www.samsung.com/tw/monitors/gaming/odyssey-oled-g8-g81sf-27-inch-240hz-oled-uhd-ls27fg812scxzw/
術語_SmartThings,canonical=smart.smartthings；aliases=SmartThings、SmartThings Hub、智慧家庭中樞；類別=智慧平台；用於連結與管理相容智慧裝置；definition_only=true；螢幕是否具 Hub 或可控制的裝置範圍須看完整型號。
術語_CoreSync,canonical=lighting.coresync；aliases=CoreSync、Core Sync、畫面同步環境燈效；類別=燈效同步；將畫面主要色彩延伸到相容螢幕的機背燈效；definition_only=true；conflictsWith=Edge Lighting、Core Lighting+、Infinity Core Lighting、Eclipse Lighting；功能支援只看完整型號列；官方來源=https://www.samsung.com/tw/monitors/gaming/odyssey-oled-g8-g81sf-27-inch-240hz-oled-uhd-ls27fg812scxzw/
術語_EdgeLighting,canonical=lighting.edge_lighting；aliases=Edge Lighting、底部燈效、底部燈光；類別=燈效；讓相容螢幕底部燈光呼應畫面色彩；definition_only=true；conflictsWith=CoreSync、Eclipse Lighting；官方來源=https://www.samsung.com/tw/monitors/gaming/odyssey-3d-g90xf-27-inch-165hz-uhd-ls27fg900xcxzw/
術語_CoreLightingPlus,canonical=lighting.core_lighting_plus；aliases=Core Lighting+、CoreLighting+、Core Lighting Plus；類別=legacy 手冊燈效詞；definition_only=true；目前 Samsung TW 螢幕產品頁未找到現行型號能力證據；只能由適用該完整型號的台灣手冊另行證明；不得與 CoreSync、Infinity Core Lighting 或 Eclipse Lighting 互換。
術語_InfinityCoreLighting,canonical=lighting.infinity_core_lighting；aliases=Infinity Core Lighting、Infinity Core；類別=背面裝飾燈效；Infinity Core Lighting 是三星部分 Odyssey 螢幕背面的裝飾照明，讓螢幕背後呈現燈光效果；名稱本身不代表會跟畫面同步，同步功能需另外確認 CoreSync；definition_only=true；這是術語解釋，不代表所有 G9 或 G8 都支援；實際支援與操作仍須核對該型號的能力資料及手冊；來源=https://news.samsung.com/global/designing-the-gaming-monitors-of-the-future-the-odyssey-g7-and-g9；查證日=2026-09-05。
術語_EclipseLighting,canonical=lighting.eclipse_lighting；aliases=Eclipse Lighting、Eclipse 燈光；類別=Odyssey Ark 燈效系統；definition_only=true；conflictsWith=CoreSync、Edge Lighting、Core Lighting+、Infinity Core Lighting；官方來源=https://www.samsung.com/tw/support/displays/2022-how-to-use-your-samsung-odyssey-ark-gaming-monitor/
術語_EclipseSync,canonical=lighting.eclipse_sync；aliases=Eclipse Sync；類別=legacy 手冊模式詞；definition_only=true；目前 Samsung TW 官網查到的正式頁面用詞為 Eclipse Lighting；只有適用完整型號的台灣手冊直接出現時才可採用；不得改稱 CoreSync。
術語_ActiveAmbient,canonical=lighting.active_ambient；aliases=Active Ambient；類別=Odyssey Ark 環境燈效模式；definition_only=true；不得套用到其他 Odyssey；官方來源=https://www.samsung.com/tw/support/displays/samsung-odyssey-ark-gaming-display-game-tools-instructions/
術語_OLEDSafeguardPlus,canonical=oled.safeguard_plus；aliases=Samsung OLED Safeguard+、OLED Safeguard+、OLED 防烙印保護；類別=OLED 保護功能集合；definition_only=true；實際子功能與支援型號須看完整型號；官方來源=https://www.samsung.com/tw/monitors/oled/
術語_DynamicCoolingSystem,canonical=oled.dynamic_cooling；aliases=Dynamic Cooling System、動態冷卻系統；類別=OLED 保護；以散熱機制協助降低面板熱量；definition_only=true；不得推定所有 OLED 皆有；官方來源=https://www.samsung.com/tw/monitors/gaming/odyssey-oled-g8-g81sf-27-inch-240hz-oled-uhd-ls27fg812scxzw/
術語_ThermalModulationSystem,canonical=oled.thermal_modulation；aliases=Thermal Modulation System、熱調節系統；類別=OLED 保護；依面板溫度調節亮度；definition_only=true；不得推定所有 OLED 皆有；官方來源=https://www.samsung.com/tw/monitors/gaming/odyssey-oled-g8-g81sf-27-inch-240hz-oled-uhd-ls27fg812scxzw/
術語_LogoTaskbarDetection,canonical=oled.logo_taskbar_detection；aliases=Logo and Taskbar Detection、標誌偵測、工作列偵測；類別=OLED 保護；偵測固定標誌或工作列並調整亮度；definition_only=true；不得推定所有 OLED 皆有；官方來源=https://www.samsung.com/tw/monitors/gaming/odyssey-oled-g8-g81sf-27-inch-240hz-oled-uhd-ls27fg812scxzw/
術語_GameBar2,canonical=game.game_bar_2；aliases=Game Bar 2.0、遊戲設定列；類別=遊戲介面；快速查看與調整遊戲顯示設定；definition_only=true；選項與路徑依完整型號而異；官方來源=https://www.samsung.com/tw/monitors/smart/smart-monitor-m8-32-inch-smart-tv-apps-4k-uhd-ls32fm803ucxzw/
術語_UltrawideGameView,canonical=game.ultrawide_game_view；aliases=Ultrawide Game View、超寬遊戲螢幕；類別=遊戲畫面模式；將相容遊戲畫面切換為超寬比例；definition_only=true；支援比例與來源條件須看完整型號；官方來源=https://www.samsung.com/tw/monitors/smart/smart-monitor-m8-32-inch-smart-tv-apps-4k-uhd-ls32fm803ucxzw/
術語_VirtualAimPoint,canonical=game.virtual_aim_point；aliases=Virtual Aim Point、虛擬準星、虛擬準心；類別=遊戲輔助；在畫面中央顯示瞄準標記；definition_only=true；不得推定型號支援；官方來源=https://www.samsung.com/tw/monitors/smart/smart-monitor-m8-32-inch-smart-tv-apps-4k-uhd-ls32fm803ucxzw/
術語_BlackEqualizer,canonical=game.black_equalizer；aliases=Black Equalizer、黑平衡、黑色等化器；類別=遊戲影像調整；用於調整暗部可視度；definition_only=true；不得與 Dynamic Black Equalizer 自動互換。
術語_DynamicBlackEqualizer,canonical=game.dynamic_black_equalizer；aliases=Dynamic Black Equalizer、動態黑色等化器；類別=遊戲影像調整；用於動態調整暗部可視度；definition_only=true；不得由一般黑平衡推定支援；官方來源=https://www.samsung.com/tw/monitors/gaming/odyssey-g7-g70d-32-inch-144hz-1ms-4k-uhd-ls32dg702ecxzw/
術語_MiniMapZoom,canonical=game.minimap_zoom；aliases=Mini Map Zoom、小地圖放大；類別=遊戲輔助；放大遊戲中的小地圖區域；definition_only=true；不得套用到所有 Game Bar；官方來源=https://www.samsung.com/tw/support/displays/samsung-odyssey-ark-gaming-display-game-tools-instructions/
術語_DualMode,canonical=game.dual_mode；aliases=Dual Mode、雙模式；類別=遊戲顯示模式；讓同一螢幕切換不同解析度與更新率組合；definition_only=true；每組數值須由完整型號規格或手冊時序證明；官方來源=https://www.samsung.com/tw/monitors/gaming/odyssey-g8-g80hf-27-inch-dual-mode-5k-180hz-qhd-360hz-ls27hg806efxzw/
